row_numb,name,address/location,cusion,rate(ing)
20928,restaurant #20928,"NY, 65 street, 519",Italian,2
20929,restaurant #20929,"NY, 239 street, 48",Traditional,5
20930,restaurant #20930,"NY, 15 street, 165",Chinese,1
20931,restaurant #20931,"NY, 249 street, 205",Traditional,5
20932,restaurant #20932,"NY, 62 street, 500",Traditional,1
20933,restaurant #20933,"NY, 212 street, 31",Italian,4
20934,restaurant #20934,"NY, 58 street, 396",Chinese,5
20935,restaurant #20935,"NY, 107 street, 507",Italian,4
20936,restaurant #20936,"NY, 152 street, 119",Traditional,5
20937,restaurant #20937,"NY, 233 street, 292",Chinese,1
20938,restaurant #20938,"NY, 63 street, 401",Italian,4
20939,restaurant #20939,"NY, 241 street, 402",Traditional,4
20940,restaurant #20940,"NY, 224 street, 305",Traditional,1
20941,restaurant #20941,"NY, 211 street, 214",Chinese,4
20942,restaurant #20942,"NY, 14 street, 194",Traditional,3
20943,restaurant #20943,"NY, 235 street, 112",Italian,2
20944,restaurant #20944,"NY, 259 street, 566",Traditional,4
20945,restaurant #20945,"NY, 126 street, 495",Chinese,1
20946,restaurant #20946,"NY, 100 street, 533",Traditional,1
20947,restaurant #20947,"NY, 115 street, 219",Chinese,2
20948,restaurant #20948,"NY, 210 street, 466",Chinese,2
20949,restaurant #20949,"NY, 22 street, 200",Traditional,4
20950,restaurant #20950,"NY, 106 street, 550",Chinese,1
20951,restaurant #20951,"NY, 270 street, 93",Italian,5
20952,restaurant #20952,"NY, 133 street, 373",Chinese,4
20953,restaurant #20953,"NY, 49 street, 248",Italian,2
20954,restaurant #20954,"NY, 43 street, 355",Italian,4
20955,restaurant #20955,"NY, 178 street, 380",Chinese,1
20956,restaurant #20956,"NY, 140 street, 17",Traditional,2
20957,restaurant #20957,"NY, 266 street, 508",Traditional,2
20958,restaurant #20958,"NY, 22 street, 23",Traditional,3
20959,restaurant #20959,"NY, 60 street, 387",Italian,3
20960,restaurant #20960,"NY, 119 street, 151",Traditional,4
20961,restaurant #20961,"NY, 27 street, 25",Italian,1
20962,restaurant #20962,"NY, 146 street, 335",Traditional,2
20963,restaurant #20963,"NY, 133 street, 569",Traditional,3
20964,restaurant #20964,"NY, 5 street, 154",Traditional,4
20965,restaurant #20965,"NY, 70 street, 460",Italian,2
20966,restaurant #20966,"NY, 171 street, 591",Chinese,4
20967,restaurant #20967,"NY, 103 street, 81",Chinese,1
20968,restaurant #20968,"NY, 144 street, 160",Italian,4
20969,restaurant #20969,"NY, 212 street, 373",Chinese,1
20970,restaurant #20970,"NY, 118 street, 345",Italian,5
20971,restaurant #20971,"NY, 205 street, 477",Italian,1
20972,restaurant #20972,"NY, 226 street, 263",Italian,1
20973,restaurant #20973,"NY, 231 street, 512",Traditional,2
20974,restaurant #20974,"NY, 92 street, 96",Chinese,2
20975,restaurant #20975,"NY, 59 street, 437",Italian,1
20976,restaurant #20976,"NY, 256 street, 280",Traditional,3
20977,restaurant #20977,"NY, 241 street, 260",Chinese,5
20978,restaurant #20978,"NY, 100 street, 287",Italian,4
20979,restaurant #20979,"NY, 53 street, 89",Italian,1
20980,restaurant #20980,"NY, 25 street, 116",Chinese,1
20981,restaurant #20981,"NY, 145 street, 291",Traditional,1
20982,restaurant #20982,"NY, 132 street, 527",Italian,5
20983,restaurant #20983,"NY, 4 street, 111",Chinese,4
20984,restaurant #20984,"NY, 119 street, 313",Italian,5
20985,restaurant #20985,"NY, 12 street, 282",Italian,5
20986,restaurant #20986,"NY, 100 street, 513",Chinese,3
20987,restaurant #20987,"NY, 237 street, 98",Chinese,4
20988,restaurant #20988,"NY, 262 street, 140",Traditional,2
20989,restaurant #20989,"NY, 33 street, 446",Chinese,4
20990,restaurant #20990,"NY, 24 street, 51",Traditional,3
20991,restaurant #20991,"NY, 234 street, 245",Italian,2
20992,restaurant #20992,"NY, 63 street, 292",Chinese,1
20993,restaurant #20993,"NY, 128 street, 224",Chinese,1
20994,restaurant #20994,"NY, 188 street, 547",Italian,3
20995,restaurant #20995,"NY, 119 street, 361",Traditional,1
20996,restaurant #20996,"NY, 6 street, 55",Italian,3
20997,restaurant #20997,"NY, 173 street, 202",Chinese,1
20998,restaurant #20998,"NY, 191 street, 294",Traditional,1
20999,restaurant #20999,"NY, 15 street, 549",Chinese,1
21000,restaurant #21000,"NY, 6 street, 520",Italian,1
21001,restaurant #21001,"NY, 234 street, 288",Chinese,3
21002,restaurant #21002,"NY, 238 street, 596",Chinese,2
21003,restaurant #21003,"NY, 210 street, 278",Traditional,5
21004,restaurant #21004,"NY, 21 street, 384",Italian,4
21005,restaurant #21005,"NY, 11 street, 527",Italian,1
21006,restaurant #21006,"NY, 232 street, 367",Chinese,5
21007,restaurant #21007,"NY, 34 street, 466",Traditional,3
21008,restaurant #21008,"NY, 195 street, 430",Chinese,3
21009,restaurant #21009,"NY, 9 street, 271",Italian,5
21010,restaurant #21010,"NY, 156 street, 159",Traditional,2
21011,restaurant #21011,"NY, 142 street, 214",Italian,3
21012,restaurant #21012,"NY, 253 street, 532",Traditional,5
21013,restaurant #21013,"NY, 244 street, 2",Chinese,4
21014,restaurant #21014,"NY, 121 street, 132",Traditional,5
21015,restaurant #21015,"NY, 266 street, 316",Chinese,3
21016,restaurant #21016,"NY, 105 street, 161",Chinese,3
21017,restaurant #21017,"NY, 215 street, 6",Italian,4
21018,restaurant #21018,"NY, 205 street, 37",Italian,1
21019,restaurant #21019,"NY, 267 street, 52",Chinese,5
21020,restaurant #21020,"NY, 166 street, 343",Traditional,5
21021,restaurant #21021,"NY, 164 street, 508",Traditional,3
21022,restaurant #21022,"NY, 219 street, 423",Italian,4
21023,restaurant #21023,"NY, 190 street, 333",Italian,1
21024,restaurant #21024,"NY, 228 street, 360",Italian,2
21025,restaurant #21025,"NY, 161 street, 163",Chinese,2
21026,restaurant #21026,"NY, 187 street, 234",Traditional,1
21027,restaurant #21027,"NY, 251 street, 575",Italian,4
21028,restaurant #21028,"NY, 132 street, 21",Italian,4
21029,restaurant #21029,"NY, 157 street, 212",Chinese,4
21030,restaurant #21030,"NY, 209 street, 508",Chinese,3
21031,restaurant #21031,"NY, 121 street, 275",Traditional,3
21032,restaurant #21032,"NY, 127 street, 505",Italian,3
21033,restaurant #21033,"NY, 119 street, 103",Traditional,2
21034,restaurant #21034,"NY, 65 street, 53",Traditional,3
21035,restaurant #21035,"NY, 194 street, 184",Traditional,1
21036,restaurant #21036,"NY, 238 street, 520",Traditional,4
21037,restaurant #21037,"NY, 269 street, 571",Chinese,3
21038,restaurant #21038,"NY, 89 street, 297",Traditional,1
21039,restaurant #21039,"NY, 270 street, 524",Italian,1
21040,restaurant #21040,"NY, 192 street, 243",Chinese,5
21041,restaurant #21041,"NY, 141 street, 298",Traditional,2
21042,restaurant #21042,"NY, 3 street, 95",Traditional,5
21043,restaurant #21043,"NY, 105 street, 458",Italian,3
21044,restaurant #21044,"NY, 158 street, 517",Traditional,5
21045,restaurant #21045,"NY, 127 street, 35",Chinese,2
21046,restaurant #21046,"NY, 96 street, 396",Chinese,2
21047,restaurant #21047,"NY, 112 street, 168",Traditional,1
21048,restaurant #21048,"NY, 207 street, 457",Traditional,4
21049,restaurant #21049,"NY, 35 street, 4",Traditional,3
21050,restaurant #21050,"NY, 210 street, 444",Chinese,5
21051,restaurant #21051,"NY, 13 street, 432",Traditional,3
21052,restaurant #21052,"NY, 231 street, 443",Traditional,3
21053,restaurant #21053,"NY, 84 street, 569",Chinese,5
21054,restaurant #21054,"NY, 240 street, 313",Italian,1
21055,restaurant #21055,"NY, 98 street, 166",Chinese,2
21056,restaurant #21056,"NY, 262 street, 150",Italian,4
21057,restaurant #21057,"NY, 84 street, 93",Chinese,1
21058,restaurant #21058,"NY, 196 street, 160",Traditional,4
21059,restaurant #21059,"NY, 52 street, 321",Italian,5
21060,restaurant #21060,"NY, 82 street, 93",Traditional,5
21061,restaurant #21061,"NY, 194 street, 271",Chinese,1
21062,restaurant #21062,"NY, 130 street, 498",Italian,5
21063,restaurant #21063,"NY, 139 street, 497",Traditional,1
21064,restaurant #21064,"NY, 98 street, 249",Italian,4
21065,restaurant #21065,"NY, 213 street, 547",Chinese,3
21066,restaurant #21066,"NY, 17 street, 157",Chinese,1
21067,restaurant #21067,"NY, 100 street, 573",Chinese,5
21068,restaurant #21068,"NY, 74 street, 306",Chinese,3
21069,restaurant #21069,"NY, 141 street, 13",Italian,3
21070,restaurant #21070,"NY, 35 street, 144",Chinese,5
21071,restaurant #21071,"NY, 165 street, 596",Italian,1
21072,restaurant #21072,"NY, 259 street, 234",Italian,5
21073,restaurant #21073,"NY, 166 street, 107",Traditional,5
21074,restaurant #21074,"NY, 103 street, 183",Italian,4
21075,restaurant #21075,"NY, 201 street, 155",Chinese,4
21076,restaurant #21076,"NY, 30 street, 9",Chinese,1
21077,restaurant #21077,"NY, 247 street, 380",Italian,3
21078,restaurant #21078,"NY, 69 street, 22",Traditional,2
21079,restaurant #21079,"NY, 177 street, 364",Italian,1
21080,restaurant #21080,"NY, 52 street, 484",Chinese,3
21081,restaurant #21081,"NY, 28 street, 183",Traditional,5
21082,restaurant #21082,"NY, 98 street, 398",Italian,4
21083,restaurant #21083,"NY, 10 street, 376",Chinese,5
21084,restaurant #21084,"NY, 253 street, 346",Chinese,5
21085,restaurant #21085,"NY, 184 street, 20",Chinese,3
21086,restaurant #21086,"NY, 66 street, 465",Italian,4
21087,restaurant #21087,"NY, 197 street, 274",Chinese,2
21088,restaurant #21088,"NY, 21 street, 449",Italian,3
21089,restaurant #21089,"NY, 136 street, 122",Italian,2
21090,restaurant #21090,"NY, 86 street, 41",Chinese,2
21091,restaurant #21091,"NY, 95 street, 139",Chinese,4
21092,restaurant #21092,"NY, 79 street, 563",Traditional,2
21093,restaurant #21093,"NY, 119 street, 504",Chinese,4
21094,restaurant #21094,"NY, 24 street, 205",Italian,1
21095,restaurant #21095,"NY, 249 street, 251",Traditional,1
21096,restaurant #21096,"NY, 145 street, 134",Chinese,4
21097,restaurant #21097,"NY, 248 street, 334",Chinese,3
21098,restaurant #21098,"NY, 3 street, 99",Chinese,1
21099,restaurant #21099,"NY, 91 street, 327",Chinese,2
21100,restaurant #21100,"NY, 79 street, 377",Traditional,4
21101,restaurant #21101,"NY, 104 street, 597",Traditional,3
21102,restaurant #21102,"NY, 150 street, 548",Traditional,2
21103,restaurant #21103,"NY, 245 street, 40",Chinese,4
21104,restaurant #21104,"NY, 116 street, 418",Chinese,2
21105,restaurant #21105,"NY, 271 street, 375",Chinese,3
21106,restaurant #21106,"NY, 90 street, 72",Chinese,2
21107,restaurant #21107,"NY, 80 street, 231",Chinese,2
21108,restaurant #21108,"NY, 178 street, 104",Chinese,3
21109,restaurant #21109,"NY, 11 street, 29",Traditional,1
21110,restaurant #21110,"NY, 117 street, 195",Italian,2
21111,restaurant #21111,"NY, 175 street, 158",Italian,1
21112,restaurant #21112,"NY, 212 street, 80",Chinese,3
21113,restaurant #21113,"NY, 238 street, 94",Traditional,2
21114,restaurant #21114,"NY, 65 street, 527",Chinese,2
21115,restaurant #21115,"NY, 170 street, 96",Italian,4
21116,restaurant #21116,"NY, 67 street, 70",Italian,3
21117,restaurant #21117,"NY, 134 street, 486",Chinese,2
21118,restaurant #21118,"NY, 100 street, 218",Traditional,3
21119,restaurant #21119,"NY, 200 street, 125",Traditional,3
21120,restaurant #21120,"NY, 188 street, 55",Italian,2
21121,restaurant #21121,"NY, 232 street, 531",Chinese,3
21122,restaurant #21122,"NY, 158 street, 362",Traditional,4
21123,restaurant #21123,"NY, 40 street, 519",Traditional,3
21124,restaurant #21124,"NY, 131 street, 184",Traditional,5
21125,restaurant #21125,"NY, 183 street, 501",Italian,5
21126,restaurant #21126,"NY, 200 street, 269",Chinese,1
21127,restaurant #21127,"NY, 225 street, 286",Italian,5
21128,restaurant #21128,"NY, 119 street, 209",Italian,2
21129,restaurant #21129,"NY, 94 street, 83",Chinese,3
21130,restaurant #21130,"NY, 49 street, 449",Chinese,1
21131,restaurant #21131,"NY, 220 street, 163",Chinese,2
21132,restaurant #21132,"NY, 67 street, 587",Italian,4
21133,restaurant #21133,"NY, 24 street, 157",Traditional,1
21134,restaurant #21134,"NY, 27 street, 149",Traditional,1
21135,restaurant #21135,"NY, 205 street, 311",Italian,4
21136,restaurant #21136,"NY, 73 street, 333",Italian,2
21137,restaurant #21137,"NY, 156 street, 17",Italian,5
21138,restaurant #21138,"NY, 207 street, 187",Italian,1
21139,restaurant #21139,"NY, 80 street, 519",Italian,3
21140,restaurant #21140,"NY, 193 street, 69",Chinese,2
21141,restaurant #21141,"NY, 161 street, 297",Italian,3
21142,restaurant #21142,"NY, 191 street, 412",Traditional,3
21143,restaurant #21143,"NY, 195 street, 76",Traditional,4
21144,restaurant #21144,"NY, 107 street, 259",Traditional,3
21145,restaurant #21145,"NY, 144 street, 452",Chinese,4
21146,restaurant #21146,"NY, 51 street, 444",Italian,1
21147,restaurant #21147,"NY, 265 street, 591",Traditional,2
21148,restaurant #21148,"NY, 161 street, 361",Chinese,2
21149,restaurant #21149,"NY, 182 street, 145",Chinese,1
21150,restaurant #21150,"NY, 160 street, 520",Traditional,5
21151,restaurant #21151,"NY, 41 street, 239",Chinese,1
21152,restaurant #21152,"NY, 179 street, 600",Chinese,5
21153,restaurant #21153,"NY, 182 street, 295",Traditional,2
21154,restaurant #21154,"NY, 139 street, 597",Italian,3
21155,restaurant #21155,"NY, 209 street, 420",Italian,1
21156,restaurant #21156,"NY, 107 street, 393",Traditional,1
21157,restaurant #21157,"NY, 184 street, 235",Traditional,5
21158,restaurant #21158,"NY, 199 street, 244",Chinese,3
21159,restaurant #21159,"NY, 186 street, 387",Chinese,2
21160,restaurant #21160,"NY, 114 street, 209",Italian,2
21161,restaurant #21161,"NY, 242 street, 234",Chinese,4
21162,restaurant #21162,"NY, 97 street, 168",Traditional,1
21163,restaurant #21163,"NY, 98 street, 544",Chinese,4
21164,restaurant #21164,"NY, 5 street, 28",Chinese,5
21165,restaurant #21165,"NY, 174 street, 144",Chinese,1
21166,restaurant #21166,"NY, 202 street, 410",Italian,4
21167,restaurant #21167,"NY, 208 street, 474",Italian,1
21168,restaurant #21168,"NY, 27 street, 256",Traditional,5
21169,restaurant #21169,"NY, 60 street, 96",Traditional,4
21170,restaurant #21170,"NY, 24 street, 555",Traditional,1
21171,restaurant #21171,"NY, 81 street, 84",Traditional,2
21172,restaurant #21172,"NY, 106 street, 365",Italian,2
21173,restaurant #21173,"NY, 7 street, 343",Traditional,2
21174,restaurant #21174,"NY, 185 street, 292",Traditional,5
21175,restaurant #21175,"NY, 98 street, 438",Traditional,5
21176,restaurant #21176,"NY, 254 street, 231",Italian,1
21177,restaurant #21177,"NY, 218 street, 452",Traditional,3
21178,restaurant #21178,"NY, 88 street, 564",Italian,3
21179,restaurant #21179,"NY, 137 street, 367",Chinese,2
21180,restaurant #21180,"NY, 133 street, 312",Italian,4
21181,restaurant #21181,"NY, 4 street, 46",Italian,1
21182,restaurant #21182,"NY, 99 street, 351",Traditional,5
21183,restaurant #21183,"NY, 94 street, 108",Chinese,2
21184,restaurant #21184,"NY, 120 street, 565",Chinese,5
21185,restaurant #21185,"NY, 167 street, 397",Chinese,1
21186,restaurant #21186,"NY, 72 street, 427",Chinese,5
21187,restaurant #21187,"NY, 165 street, 589",Traditional,5
21188,restaurant #21188,"NY, 86 street, 529",Chinese,5
21189,restaurant #21189,"NY, 216 street, 376",Chinese,4
21190,restaurant #21190,"NY, 222 street, 419",Chinese,1
21191,restaurant #21191,"NY, 266 street, 289",Italian,1
21192,restaurant #21192,"NY, 5 street, 174",Traditional,5
21193,restaurant #21193,"NY, 119 street, 169",Italian,4
21194,restaurant #21194,"NY, 84 street, 228",Traditional,5
21195,restaurant #21195,"NY, 191 street, 200",Traditional,3
21196,restaurant #21196,"NY, 85 street, 50",Traditional,5
21197,restaurant #21197,"NY, 97 street, 535",Italian,4
21198,restaurant #21198,"NY, 67 street, 230",Italian,2
21199,restaurant #21199,"NY, 8 street, 528",Traditional,5
21200,restaurant #21200,"NY, 79 street, 26",Traditional,5
21201,restaurant #21201,"NY, 161 street, 548",Italian,5
21202,restaurant #21202,"NY, 141 street, 217",Traditional,4
21203,restaurant #21203,"NY, 263 street, 533",Chinese,5
21204,restaurant #21204,"NY, 198 street, 265",Italian,5
21205,restaurant #21205,"NY, 76 street, 483",Italian,5
21206,restaurant #21206,"NY, 19 street, 198",Traditional,2
21207,restaurant #21207,"NY, 4 street, 476",Chinese,4
21208,restaurant #21208,"NY, 174 street, 419",Italian,1
21209,restaurant #21209,"NY, 249 street, 492",Chinese,1
21210,restaurant #21210,"NY, 107 street, 322",Chinese,1
21211,restaurant #21211,"NY, 183 street, 558",Traditional,2
21212,restaurant #21212,"NY, 115 street, 382",Chinese,5
21213,restaurant #21213,"NY, 8 street, 227",Italian,3
21214,restaurant #21214,"NY, 149 street, 338",Italian,3
21215,restaurant #21215,"NY, 24 street, 318",Italian,1
21216,restaurant #21216,"NY, 106 street, 96",Traditional,2
21217,restaurant #21217,"NY, 140 street, 552",Traditional,5
21218,restaurant #21218,"NY, 118 street, 358",Traditional,2
21219,restaurant #21219,"NY, 9 street, 277",Italian,5
21220,restaurant #21220,"NY, 161 street, 253",Chinese,5
21221,restaurant #21221,"NY, 71 street, 219",Chinese,4
21222,restaurant #21222,"NY, 129 street, 37",Traditional,4
21223,restaurant #21223,"NY, 11 street, 598",Traditional,4
21224,restaurant #21224,"NY, 60 street, 466",Chinese,5
21225,restaurant #21225,"NY, 197 street, 329",Italian,5
21226,restaurant #21226,"NY, 20 street, 34",Traditional,5
21227,restaurant #21227,"NY, 134 street, 48",Italian,4
21228,restaurant #21228,"NY, 265 street, 77",Chinese,4
21229,restaurant #21229,"NY, 169 street, 160",Traditional,2
21230,restaurant #21230,"NY, 107 street, 170",Italian,3
21231,restaurant #21231,"NY, 251 street, 524",Italian,1
21232,restaurant #21232,"NY, 68 street, 257",Chinese,4
21233,restaurant #21233,"NY, 241 street, 496",Italian,1
21234,restaurant #21234,"NY, 98 street, 249",Chinese,5
21235,restaurant #21235,"NY, 231 street, 343",Chinese,2
21236,restaurant #21236,"NY, 260 street, 272",Italian,1
21237,restaurant #21237,"NY, 155 street, 116",Traditional,5
21238,restaurant #21238,"NY, 254 street, 57",Traditional,4
21239,restaurant #21239,"NY, 229 street, 451",Italian,3
21240,restaurant #21240,"NY, 91 street, 81",Italian,5
21241,restaurant #21241,"NY, 91 street, 87",Chinese,2
21242,restaurant #21242,"NY, 10 street, 595",Traditional,2
21243,restaurant #21243,"NY, 210 street, 444",Italian,4
21244,restaurant #21244,"NY, 42 street, 16",Traditional,3
21245,restaurant #21245,"NY, 186 street, 37",Chinese,5
21246,restaurant #21246,"NY, 190 street, 376",Chinese,3
21247,restaurant #21247,"NY, 86 street, 462",Traditional,1
21248,restaurant #21248,"NY, 9 street, 432",Traditional,5
21249,restaurant #21249,"NY, 39 street, 126",Italian,2
21250,restaurant #21250,"NY, 93 street, 543",Italian,2
21251,restaurant #21251,"NY, 55 street, 563",Italian,4
21252,restaurant #21252,"NY, 246 street, 164",Traditional,2
21253,restaurant #21253,"NY, 262 street, 395",Chinese,5
21254,restaurant #21254,"NY, 50 street, 314",Italian,1
21255,restaurant #21255,"NY, 221 street, 112",Chinese,5
21256,restaurant #21256,"NY, 208 street, 590",Italian,5
21257,restaurant #21257,"NY, 36 street, 132",Traditional,1
21258,restaurant #21258,"NY, 59 street, 438",Italian,2
21259,restaurant #21259,"NY, 28 street, 508",Italian,5
21260,restaurant #21260,"NY, 67 street, 27",Italian,4
21261,restaurant #21261,"NY, 184 street, 16",Italian,3
21262,restaurant #21262,"NY, 84 street, 64",Italian,4
21263,restaurant #21263,"NY, 245 street, 279",Chinese,2
21264,restaurant #21264,"NY, 188 street, 560",Traditional,5
21265,restaurant #21265,"NY, 174 street, 375",Italian,2
21266,restaurant #21266,"NY, 73 street, 183",Traditional,2
21267,restaurant #21267,"NY, 38 street, 573",Traditional,1
21268,restaurant #21268,"NY, 208 street, 336",Chinese,1
21269,restaurant #21269,"NY, 46 street, 436",Italian,1
21270,restaurant #21270,"NY, 271 street, 576",Chinese,4
21271,restaurant #21271,"NY, 143 street, 176",Chinese,4
21272,restaurant #21272,"NY, 200 street, 323",Chinese,1
21273,restaurant #21273,"NY, 147 street, 589",Traditional,2
21274,restaurant #21274,"NY, 21 street, 116",Italian,2
21275,restaurant #21275,"NY, 191 street, 166",Chinese,5
21276,restaurant #21276,"NY, 264 street, 63",Chinese,3
21277,restaurant #21277,"NY, 53 street, 252",Chinese,5
21278,restaurant #21278,"NY, 89 street, 246",Traditional,2
21279,restaurant #21279,"NY, 251 street, 63",Italian,2
21280,restaurant #21280,"NY, 96 street, 313",Traditional,4
21281,restaurant #21281,"NY, 267 street, 248",Traditional,3
21282,restaurant #21282,"NY, 83 street, 195",Italian,1
21283,restaurant #21283,"NY, 219 street, 466",Italian,3
21284,restaurant #21284,"NY, 148 street, 20",Chinese,5
21285,restaurant #21285,"NY, 68 street, 192",Chinese,1
21286,restaurant #21286,"NY, 194 street, 253",Chinese,3
21287,restaurant #21287,"NY, 177 street, 336",Traditional,2
21288,restaurant #21288,"NY, 116 street, 410",Traditional,3
21289,restaurant #21289,"NY, 121 street, 96",Traditional,5
21290,restaurant #21290,"NY, 39 street, 162",Traditional,1
21291,restaurant #21291,"NY, 106 street, 25",Italian,5
21292,restaurant #21292,"NY, 15 street, 333",Chinese,3
21293,restaurant #21293,"NY, 112 street, 587",Italian,4
21294,restaurant #21294,"NY, 197 street, 243",Italian,3
21295,restaurant #21295,"NY, 66 street, 301",Chinese,3
21296,restaurant #21296,"NY, 254 street, 163",Traditional,1
21297,restaurant #21297,"NY, 135 street, 443",Traditional,5
21298,restaurant #21298,"NY, 149 street, 421",Italian,5
21299,restaurant #21299,"NY, 131 street, 385",Italian,1
21300,restaurant #21300,"NY, 168 street, 478",Chinese,4
21301,restaurant #21301,"NY, 48 street, 555",Chinese,1
21302,restaurant #21302,"NY, 247 street, 263",Italian,5
21303,restaurant #21303,"NY, 9 street, 528",Chinese,2
21304,restaurant #21304,"NY, 199 street, 523",Italian,3
21305,restaurant #21305,"NY, 225 street, 109",Chinese,2
21306,restaurant #21306,"NY, 219 street, 300",Italian,3
21307,restaurant #21307,"NY, 201 street, 450",Chinese,3
21308,restaurant #21308,"NY, 5 street, 391",Italian,5
21309,restaurant #21309,"NY, 219 street, 393",Italian,2
21310,restaurant #21310,"NY, 55 street, 233",Italian,3
21311,restaurant #21311,"NY, 148 street, 92",Chinese,2
21312,restaurant #21312,"NY, 18 street, 206",Traditional,2
21313,restaurant #21313,"NY, 10 street, 536",Traditional,3
21314,restaurant #21314,"NY, 254 street, 11",Traditional,2
21315,restaurant #21315,"NY, 241 street, 272",Chinese,4
21316,restaurant #21316,"NY, 190 street, 557",Traditional,2
21317,restaurant #21317,"NY, 184 street, 275",Traditional,4
21318,restaurant #21318,"NY, 112 street, 269",Traditional,3
21319,restaurant #21319,"NY, 22 street, 403",Italian,3
21320,restaurant #21320,"NY, 74 street, 172",Chinese,2
21321,restaurant #21321,"NY, 180 street, 354",Traditional,4
21322,restaurant #21322,"NY, 97 street, 13",Traditional,4
21323,restaurant #21323,"NY, 139 street, 185",Traditional,2
21324,restaurant #21324,"NY, 79 street, 159",Chinese,4
21325,restaurant #21325,"NY, 35 street, 362",Chinese,2
21326,restaurant #21326,"NY, 73 street, 353",Traditional,2
21327,restaurant #21327,"NY, 235 street, 305",Chinese,2
21328,restaurant #21328,"NY, 47 street, 327",Italian,1
21329,restaurant #21329,"NY, 269 street, 506",Italian,5
21330,restaurant #21330,"NY, 116 street, 459",Chinese,1
21331,restaurant #21331,"NY, 203 street, 364",Italian,2
21332,restaurant #21332,"NY, 2 street, 202",Chinese,3
21333,restaurant #21333,"NY, 85 street, 221",Italian,4
21334,restaurant #21334,"NY, 142 street, 245",Italian,4
21335,restaurant #21335,"NY, 105 street, 173",Italian,2
21336,restaurant #21336,"NY, 176 street, 147",Traditional,1
21337,restaurant #21337,"NY, 23 street, 432",Traditional,4
21338,restaurant #21338,"NY, 73 street, 453",Chinese,4
21339,restaurant #21339,"NY, 93 street, 523",Traditional,3
21340,restaurant #21340,"NY, 140 street, 514",Chinese,2
21341,restaurant #21341,"NY, 159 street, 248",Italian,2
21342,restaurant #21342,"NY, 169 street, 547",Traditional,2
21343,restaurant #21343,"NY, 87 street, 287",Chinese,2
21344,restaurant #21344,"NY, 246 street, 522",Italian,3
21345,restaurant #21345,"NY, 157 street, 14",Italian,2
21346,restaurant #21346,"NY, 111 street, 391",Chinese,3
21347,restaurant #21347,"NY, 160 street, 44",Italian,5
21348,restaurant #21348,"NY, 200 street, 506",Traditional,5
21349,restaurant #21349,"NY, 223 street, 4",Chinese,2
21350,restaurant #21350,"NY, 129 street, 407",Traditional,1
21351,restaurant #21351,"NY, 160 street, 390",Chinese,5
21352,restaurant #21352,"NY, 259 street, 517",Traditional,1
21353,restaurant #21353,"NY, 205 street, 373",Chinese,4
21354,restaurant #21354,"NY, 203 street, 505",Chinese,1
21355,restaurant #21355,"NY, 180 street, 35",Italian,3
21356,restaurant #21356,"NY, 29 street, 418",Traditional,3
21357,restaurant #21357,"NY, 91 street, 357",Italian,5
21358,restaurant #21358,"NY, 199 street, 571",Italian,4
21359,restaurant #21359,"NY, 25 street, 129",Chinese,2
21360,restaurant #21360,"NY, 204 street, 165",Chinese,3
21361,restaurant #21361,"NY, 93 street, 233",Chinese,3
21362,restaurant #21362,"NY, 95 street, 103",Chinese,1
21363,restaurant #21363,"NY, 219 street, 434",Italian,1
21364,restaurant #21364,"NY, 202 street, 321",Traditional,3
21365,restaurant #21365,"NY, 190 street, 136",Traditional,3
21366,restaurant #21366,"NY, 51 street, 86",Traditional,4
21367,restaurant #21367,"NY, 133 street, 83",Italian,2
21368,restaurant #21368,"NY, 147 street, 569",Italian,1
21369,restaurant #21369,"NY, 151 street, 138",Italian,5
21370,restaurant #21370,"NY, 142 street, 200",Chinese,1
21371,restaurant #21371,"NY, 246 street, 233",Italian,2
21372,restaurant #21372,"NY, 25 street, 201",Italian,2
21373,restaurant #21373,"NY, 48 street, 188",Chinese,1
21374,restaurant #21374,"NY, 190 street, 140",Italian,4
21375,restaurant #21375,"NY, 187 street, 69",Chinese,5
21376,restaurant #21376,"NY, 248 street, 432",Traditional,1
21377,restaurant #21377,"NY, 258 street, 427",Italian,2
21378,restaurant #21378,"NY, 201 street, 250",Italian,4
21379,restaurant #21379,"NY, 260 street, 546",Italian,3
21380,restaurant #21380,"NY, 132 street, 212",Chinese,5
21381,restaurant #21381,"NY, 12 street, 151",Chinese,5
21382,restaurant #21382,"NY, 61 street, 356",Traditional,1
21383,restaurant #21383,"NY, 113 street, 441",Italian,4
21384,restaurant #21384,"NY, 4 street, 107",Chinese,4
21385,restaurant #21385,"NY, 123 street, 473",Traditional,5
21386,restaurant #21386,"NY, 237 street, 76",Italian,4
21387,restaurant #21387,"NY, 244 street, 3",Chinese,3
21388,restaurant #21388,"NY, 46 street, 194",Italian,1
21389,restaurant #21389,"NY, 142 street, 228",Italian,3
21390,restaurant #21390,"NY, 99 street, 428",Chinese,4
21391,restaurant #21391,"NY, 117 street, 58",Chinese,1
21392,restaurant #21392,"NY, 126 street, 264",Traditional,4
21393,restaurant #21393,"NY, 57 street, 77",Italian,5
21394,restaurant #21394,"NY, 65 street, 86",Italian,3
21395,restaurant #21395,"NY, 87 street, 179",Chinese,3
21396,restaurant #21396,"NY, 64 street, 568",Chinese,4
21397,restaurant #21397,"NY, 172 street, 473",Italian,2
21398,restaurant #21398,"NY, 9 street, 207",Chinese,2
